id,first_name,last_name,dob,email,phone,city,state,standing,major
A00486480,Eugenius,Close,05/25/2000,ecloser9@university.edu,330-298-9173,Youngstown,OH,SO,COL
A00911030,Gianni,McCloud,04/09/1999,gmccloudra@university.edu,202-546-4108,Washington,DC,SR,DANC
A00970963,Eugine,Arnefield,07/18/1996,earnefieldrb@university.edu,502-335-3548,Louisville,KY,GR,GSLD
A00572718,Astra,Wyre,01/13/2000,awyrerc@university.edu,804-308-2917,Richmond,VA,GR,ENVS
A00745484,Ruthy,Cholmondeley,02/16/2002,rcholmondeleyrd@university.edu,813-466-1079,Tampa,FL,JR,EDU
A00883817,Ade,Congdon,12/01/2002,acongdonre@university.edu,770-934-1955,Lawrenceville,GA,GR,BSTA
A00307247,Kayle,Pittford,01/12/1997,kpittfordrf@university.edu,303-124-3144,Boulder,CO,SR,PSY
A00188398,Devonna,Cutridge,12/05/1995,dcutridgerg@university.edu,615-896-6664,Murfreesboro,TN,SO,SOC
A00801272,Francis,Maken,07/25/1998,fmakenrh@university.edu,661-947-7167,Palmdale,CA,SO,CDIS
A00538353,Janet,Bradder,04/07/1997,jbradderri@university.edu,678-679-9228,Duluth,GA,FR,ADMN
A00067826,Gamaliel,Ikringill,02/12/1997,gikringillrj@university.edu,317-234-0428,Indianapolis,IN,GR,PETE
A00646066,Brietta,Lotherington,05/11/1998,blotheringtonrk@university.edu,517-198-1964,Lansing,MI,SO,ASLC
A00175698,Lynsey,Lutz,10/14/1997,llutzrl@university.edu,513-519-2731,Cincinnati,OH,SR,BMGT
A00884978,Sascha,Montgomery,10/10/1999,smontgomery@university.edu,303-461-7627,Boulder,CO,SO,SLS
A00637136,Agustin,Andrelli,04/13/2002,aandrellirn@university.edu,231-509-4241,Muskegon,MI,JR,ECON
A00314539,Lorita,Guilaem,01/29/1996,lguilaemro@university.edu,775-433-0146,Sparks,NV,SO,ASTL
A00524717,Ginny,Altamirano,04/13/1996,galtamiranorp@university.edu,202-524-1990,Washington,DC,SO,GSLD
A00324119,Weston,Keyzor,12/22/2002,wkeyzorrq@university.edu,810-940-3537,Flint,MI,FR,BIOM
A00727655,Erroll,Stansbury,10/16/1996,estansburyrr@university.edu,321-596-6997,Palm Bay,FL,SR,HLSC
A00745008,Ilyse,Eberdt,07/21/1996,ieberdt0@university.edu,986-758-2463,San Luis,LA,FR,COUN
A00546212,Dorisa,Snowball,02/14/1996,dsnowball1@university.edu,311-143-9938,Longwantun,GA,SO,LANG
A00197840,Jaime,Erskin,06/27/1999,jerskin2@university.edu,191-901-2840,Ringinagung,WV,GR,PHYS
A00910898,Emmalyn,Cornborough,12/06/2002,ecornborough3@university.edu,399-820-6722,Tatarbunary,NC,JR,JAPN
A00615128,Danika,Palfrey,07/16/1996,dpalfrey4@university.edu,874-407-4225,Barranquilla,SC,GR,DANC
A00777108,Saunder,Caistor,10/27/2000,scaistor5@university.edu,424-657-8138,Skrunda,VA,FR,UHON
A00693379,Burtie,Cleaver,12/06/1996,bcleaver6@university.edu,451-606-8730,Moppo,WV,GR,HSRV
A00556875,Jodee,Rain,09/28/2000,jrain7@university.edu,923-204-6910,Guanlu,LA,FR,TELC
A00587058,Padraig,Ximenez,06/22/2002,pximenez8@university.edu,895-773-8427,Sanxi,FL,JR,PMPR
A00750528,Devlin,Spurryer,10/04/2001,dspurryer9@university.edu,593-695-4799,Chunxi,SC,GR,WEB
A00098850,Rhetta,Abbatt,12/12/1996,rabbatta@university.edu,913-317-6540,Zlaté Hory,VA,SR,STOR
A00696811,Lula,Mosedale,12/27/1999,lmosedaleb@university.edu,255-717-1536,Heichengzi,FL,SR,CUAI
A00433530,Blanca,Fishly,11/28/1999,bfishlyc@university.edu,748-244-1291,Yushugou,TN,SR,FNCE
A00290777,Valeda,Hillaby,05/23/1995,vhillabyd@university.edu,113-843-6928,Bogdanovich,IA,SR,MUSC
A00824207,Benyamin,Jellings,08/28/2001,bjellingse@university.edu,932-285-2980,Kobyzhcha,VA,SR,BMGT
A00202219,Delila,Britner,01/04/1997,dbritnerf@university.edu,381-251-7635,Saki,WV,GR,PSY
A00220257,Karrie,Artindale,05/20/1996,kartindaleg@university.edu,270-317-7367,San José de Bocay,VA,GR,COL
A00180242,Tybie,Beecheno,01/04/1998,tbeechenoh@university.edu,831-738-7400,Dois Vizinhos,SC,JR,PHED
A00809711,Debor,Kornilov,05/10/2001,dkornilovi@university.edu,614-343-3809,Jardia,KY,JR,HDAL
A00276797,Jerri,Mewha,05/27/2000,jmewhaj@university.edu,324-528-5791,Mineralnye Vody,AL,FR,RTVF
A00070820,Tremaine,Franzewitch,10/14/2000,tfranzewitchk@university.edu,306-102-4000,Častolovice,SC,SO,MCOM
A00908721,Sibley,Tommasi,05/06/2001,stommasil@university.edu,170-615-2302,Itapipoca,GA,JR,SALM
A00547315,Addie,Summerfield,09/08/1995,asummerfieldm@university.edu,872-300-4399,Augusto Corrêa,NC,SR,POLI
A00493938,Stacie,Skryne,03/09/1996,sskrynen@university.edu,695-307-1912,Mentougou,GA,SO,ACCT
A00162019,Hadleigh,Ogilby,07/23/1995,hogilbyo@university.edu,429-173-4467,Sukadana,IA,SR,ECE
A00070467,Dolores,Veasey,01/20/1998,dveaseyp@university.edu,458-871-7135,Moneghetti,LA,SR,CHEM
A00022594,Delinda,Scedall,10/21/2002,dscedallq@university.edu,235-417-2998,Lenger,TN,GR,PHIL
A00989704,Rikki,Hubbard,05/27/1997,rhubbardr@university.edu,748-586-3784,Shuangtian,VA,GR,JOUR
A00585947,Daffy,Rivard,03/22/1999,drivards@university.edu,846-897-0614,Pacucha,KY,FR,STOR
A00741142,Dominga,Sadd,05/30/1997,dsaddt@university.edu,692-521-1852,Vysočany,VA,SO,HUM
A00405145,Finn,Seggie,04/29/2000,fseggieu@university.edu,958-870-3264,Malartic,FL,SR,PHSI
A00174604,Hayward,Sammut,05/21/1996,hsammutv@university.edu,597-441-6153,Ambatondrazaka,SC,GR,HSCI
A00856123,Tawsha,Ewbanche,06/30/2001,tewbanchew@university.edu,229-301-8277,Alae,IL,SO,BIOC
A00289093,Mitchael,Szimoni,07/03/1996,mszimonix@university.edu,947-738-5181,Lancheng,TN,FR,ALHE
A00839958,Sibelle,Rootham,07/12/2002,sroothamy@university.edu,759-956-4672,Sembon,TN,FR,GEOS
A00813392,Harold,Goodricke,12/19/1997,hgoodrickez@university.edu,697-220-8123,Zākhū,IL,SO,THEA
A00382619,Trevar,Kares,12/05/1996,tkares10@university.edu,948-746-5893,Khvalovo,LA,SR,BIOL
A00986025,Leesa,Neeves,10/09/2002,lneeves11@university.edu,621-630-2932,Dingjiayao,KY,FR,PMGT
A00549667,Jacquie,Feben,12/04/2001,jfeben12@university.edu,681-167-2489,Ndeaboh,IL,JR,ENVH
A00397057,Glenda,Ricks,06/05/1999,gricks13@university.edu,694-490-8190,Zhangjiagang,IA,JR,CJA
A00022222,Debbi,Skones,05/12/2000,dskones14@university.edu,919-864-2560,Batudulang,SC,GR,COBH
A00824625,Smith,Kmicicki,11/27/1996,skmicicki15@university.edu,473-209-2945,Chirilagua,FL,GR,MCOM
A00111600,Margette,Domegan,07/11/1998,mdomegan16@university.edu,179-462-3936,Čajetina,NC,GR,ASTL
A00991251,Hazel,Bickerton,06/13/2001,hbickerton17@university.edu,766-733-1787,Diriamba,IL,GR,GEOS
A00556209,Sumner,Powton,07/24/1997,spowton18@university.edu,960-955-7926,Åby,LA,FR,ALHS
A00041526,Bernete,Winsbury,02/10/1996,bwinsbury19@university.edu,517-507-3236,Sydney,SC,SR,PETE
A00521136,Aubrey,Van Der Walt,06/27/1995,avanderwalt1a@university.edu,127-240-1706,Molina,SC,JR,GRAD
A00724578,Davis,Plomer,01/10/2001,dplomer1b@university.edu,824-310-8484,Tokyo,KY,SO,COM
A00082699,Anthe,Spinella,03/21/1997,aspinella1c@university.edu,269-522-1907,Khun Han,NC,SO,GSLD
A00791810,Marina,Lander,10/28/1998,mlander1d@university.edu,706-228-8794,Columbus,VA,GR,CISP
A00692679,Agna,Dufaire,09/06/1997,adufaire1e@university.edu,466-812-4396,Stende,LA,SO,GREK
A00371647,Marrissa,Boreland,07/15/1999,mboreland1f@university.edu,425-223-1803,Bayambang,IA,SO,WEBT
A00760073,Frieda,Spurman,03/14/2001,fspurman1g@university.edu,303-184-8729,Lusigang,TN,FR,CSCI
A00585501,Sibylla,Attree,10/04/2000,sattree1h@university.edu,371-558-1723,Kazanlŭk,TN,SO,PMPR
A00771114,Sonny,Beddall,01/02/1998,sbeddall1i@university.edu,709-963-5641,Pangian,IL,SO,BIOM
A00224075,Bridget,Gwyther,08/05/1996,bgwyther1j@university.edu,279-498-5109,El Hajeb,NC,FR,CDIS
A00944369,Gaynor,Plante,07/11/1996,gplante1k@university.edu,795-710-9740,Bauta,WV,JR,NTFD
A00956791,Rosmunda,Innott,10/10/1996,rinnott1l@university.edu,431-226-2772,Psachná,LA,JR,CUAI
A00136831,Corny,Wraight,06/13/1996,cwraight1m@university.edu,701-750-5753,Babakan,LA,SO,ECON
A00718971,Drucill,Polin,06/18/2001,dpolin1n@university.edu,678-833-3006,Camino Real,IL,SO,ANTH
A00489370,Dierdre,Randales,06/29/1999,drandales1o@university.edu,672-810-0820,Mikołów,AL,FR,SRVL
A00841289,Forster,Treneman,03/24/1997,ftreneman1p@university.edu,676-542-1331,Otuzco,IA,JR,HSRV
A00994196,Deina,Mozzini,12/17/1996,dmozzini1q@university.edu,636-309-6725,Höganäs,GA,FR,HETH
A00145143,Vinson,Doughtery,08/23/2001,vdoughtery1r@university.edu,116-918-3118,Libouchec,KY,JR,ECON
A00507281,Panchito,Ferres,10/15/1995,pferres1s@university.edu,636-725-2287,Ouro Preto,SC,FR,ELPA
A00149515,Yolande,Seamer,03/16/1997,yseamer1t@university.edu,656-541-4404,Redinha,TN,SR,SOC
A00545813,Casandra,Bru,07/05/1998,cbru1u@university.edu,159-335-6244,Luopu,AL,FR,MUS
A00928337,Arnaldo,Carsey,06/11/1995,acarsey1v@university.edu,653-865-2615,Pruzhany,NC,FR,CEE
A00831131,Woody,Van Hove,03/07/1997,wvanhove1w@university.edu,903-971-5088,Beaune,GA,SO,ALHS
A00563679,Mordy,Paulet,05/09/1998,mpaulet1x@university.edu,565-416-2026,Amado Nervo,SC,SR,FNCE
A00078479,Dianna,Bensusan,06/27/1999,dbensusan1y@university.edu,971-577-7479,Shadrinsk,KY,FR,SOWK
A00117338,Jillayne,Grenfell,01/17/1999,jgrenfell1z@university.edu,549-447-4234,Staryy Oskol,KY,GR,PMPR
A00676254,Tina,Reddihough,04/16/1996,treddihough20@university.edu,430-277-7820,Przasnysz,SC,FR,SPED
A00216819,Nicola,Brinson,01/30/1997,nbrinson21@university.edu,999-843-1774,Ferreira do Alentejo,VA,JR,NTFD
A00665829,Anjela,Robinette,04/13/2001,arobinette22@university.edu,495-832-2966,Tushi,WV,SR,EDU
A00348486,Zarah,Noor,12/26/1995,znoor23@university.edu,448-298-7956,Coroatá,AL,FR,AGRI
A00829382,Wilona,Haizelden,04/22/2002,whaizelden24@university.edu,661-919-5614,Santo Domingo,NC,SO,PHYS
A00518042,Luca,Piers,05/09/2002,lpiers25@university.edu,285-861-1027,Hongling,VA,SR,ART
A00164890,Dori,Manns,10/24/2002,dmanns26@university.edu,441-142-0438,Cofimvaba,VA,SO,PHYS
A00983181,Theresita,Fills,11/27/2000,tfills27@university.edu,997-303-9250,Jiumen,VA,GR,FNCE
A00202357,Tiffie,Dallaghan,05/04/1997,tdallaghan28@university.edu,630-976-0707,Karachi,VA,GR,COBH
A00934241,Sallyanne,Aubert,01/28/1995,saubert29@university.edu,864-324-7318,Saint-Maixent-l'École,NC,JR,HIST
A00784784,Delphinia,Bremley,11/14/1995,dbremley2a@university.edu,297-937-9159,Xinheng,FL,FR,ECON
A00279382,Gris,Debrett,07/17/2001,gdebrett2b@university.edu,523-411-3950,Benito Juarez,GA,SO,COL
A00308396,Esme,Skokoe,06/01/2002,eskokoe2c@university.edu,174-217-4609,Katagum,LA,SO,CJA
A00655138,Marlane,Alecock,02/19/1998,malecock2d@university.edu,158-922-6298,Tigbinan,NC,SO,GERM
A00717873,Gale,Mylchreest,05/14/1999,gmylchreest2e@university.edu,911-425-4158,Buzovna,WV,GR,STOR
A00247480,Nessie,Grave,11/19/1999,ngrave2f@university.edu,954-224-5009,Sakaraha,FL,SR,ART
A00439611,Leroi,Jeskins,05/25/1997,ljeskins2g@university.edu,803-566-7748,Agía Paraskeví,LA,SO,TEAE
A00180127,Vanni,Learman,03/03/1999,vlearman2h@university.edu,618-129-8818,Zoumaling,GA,GR,EXCH
A00454230,Nickolaus,Garfirth,08/31/1997,ngarfirth2i@university.edu,291-500-4553,La Caya,WV,JR,INFS
A00610065,Lida,Cunniam,08/09/1997,lcunniam2j@university.edu,455-169-5509,Cayambe,NC,SR,WEBT
A00389331,Merralee,Bassom,04/26/1995,mbassom2k@university.edu,270-860-1954,Poja,WV,SR,INFS
A00922834,Shirl,Kores,10/01/1997,skores2l@university.edu,433-802-6127,Presidencia Roque Sáenz Peña,IA,SR,COMM
A00462241,Gerik,Muzzini,08/25/1999,gmuzzini2m@university.edu,742-254-5049,Baquero Norte,LA,SO,MGMT
A00902910,Sherie,Tallis,04/07/2000,stallis2n@university.edu,201-367-5352,Rushanzhai,LA,FR,SOWK
A00842563,Sammy,Jeppe,07/10/1998,sjeppe2o@university.edu,861-610-4610,Przesmyki,VA,SR,ME
A00077537,Victoir,Hutchinges,02/12/1996,vhutchinges2p@university.edu,755-373-3295,San Antonio del Monte,SC,SO,ECE
A00642532,Gaston,Lincey,11/16/2000,glincey2q@university.edu,151-846-2511,Phetchabun,IA,GR,PHAR
A00510118,Sherri,Cannan,03/27/2002,scannan2r@university.edu,837-490-3750,Vanino,FL,JR,PRST
A00468647,Odille,Tomczykiewicz,05/15/2002,otomczykiewicz2s@university.edu,448-250-2041,Klippan,GA,SR,ELPA
A00073415,Brade,Sarath,12/09/2000,bsarath2t@university.edu,947-936-6178,Golopau,VA,SO,SOWK
A00359704,Madelene,L'Episcopi,03/26/1997,mlepiscopi2u@university.edu,799-260-4626,Nybro,LA,FR,CPSC
A00375469,Morena,Gon,05/12/2002,mgon2v@university.edu,716-566-0959,Aravissós,GA,FR,HPSS
A00788499,Vikki,Sproule,12/29/1998,vsproule2w@university.edu,483-579-0324,Salto,WV,GR,MDT
A00600414,Linus,Eastope,05/20/1999,leastope2x@university.edu,955-676-8533,Jishan,FL,SR,PHYS
A00667179,Hermia,Piser,07/06/1998,hpiser2y@university.edu,828-736-4420,Makrychóri,NC,SO,GEOS
A00091454,Way,Sweetzer,11/17/2002,wsweetzer2z@university.edu,355-796-6244,Minas de Marcona,WV,FR,GSLD
A00039962,Matty,Rawnsley,02/19/1996,mrawnsley30@university.edu,835-809-9296,Thị Trấn Yên Thịnh,TN,SR,PHED
A00356776,Nance,Glancy,09/24/1995,nglancy31@university.edu,632-999-9202,Palilula,WV,SO,CHEM
A00296977,Stesha,Matthews,08/09/2000,smatthews32@university.edu,350-713-6470,Robonkon,LA,JR,PSYC
A00430869,Nathanael,Stickells,07/19/2001,nstickells33@university.edu,514-515-1159,Tanggan,IA,FR,SWRK
A00682151,Costa,O'Carroll,11/10/2000,cocarroll34@university.edu,812-607-7976,Frankfurt am Main,KY,FR,COUN
A00573952,Wallache,Alven,08/14/1996,walven35@university.edu,858-272-7703,Riangblolong,WV,SO,BLUE
A00723132,Cele,Segoe,03/18/1998,csegoe36@university.edu,654-304-1691,Petrich,VA,SO,STAT
A00669740,Georgine,Sibyllina,09/07/2000,gsibyllina37@university.edu,710-988-3263,Huangchen,WV,SO,ACCT
A00701483,Roman,Patience,07/27/2000,rpatience38@university.edu,925-727-3287,Brest,IA,FR,PHED
A00537169,Niall,Hendricks,07/12/2002,nhendricks39@university.edu,952-850-9754,Daegu,SC,JR,COMP
A00622307,Ruddie,Prowting,04/22/1995,rprowting3a@university.edu,468-162-2807,Ocoyo,KY,SO,MRCH
A00831424,Saudra,Coulman,10/04/1997,scoulman3b@university.edu,820-452-2718,Borås,KY,SR,MALS
A00445736,Gothart,Dommerque,08/11/1997,gdommerque3c@university.edu,785-945-4398,Topeka,TN,SR,CPSC
A00213176,Ferris,Farrimond,02/11/2001,ffarrimond3d@university.edu,823-331-7052,Yaozhanzi,WV,SO,SOAA
A00363541,Richy,Wheatcroft,05/23/2000,rwheatcroft3e@university.edu,345-138-6935,Pýli,WV,FR,COM
A00850591,Fredra,Olek,05/17/2001,folek3f@university.edu,476-984-8471,Girihieum,FL,FR,CDST
A00452907,Aube,Boyer,11/29/2001,aboyer3g@university.edu,955-576-3879,Al Hāshimīyah,FL,SO,CDIS
A00723989,Christine,Death,06/30/1995,cdeath3h@university.edu,984-246-7810,Sochi,VA,SO,LEAD
A00632307,Berenice,Tyreman,02/24/2002,btyreman3i@university.edu,314-130-8884,Juan Santiago,WV,JR,PSY
A00103218,Shaun,Guillerman,03/10/1998,sguillerman3j@university.edu,285-911-2555,Bojano,IL,SR,TELC
A00141882,Felix,Kerman,11/26/2001,fkerman3k@university.edu,621-256-5767,Novais,LA,SO,ME
A00862654,Taffy,Tirrell,11/27/1996,ttirrell3l@university.edu,251-315-4914,Tagbina,LA,SR,PHED
A00907968,Jaquelyn,Newbery,05/10/1997,jnewbery3m@university.edu,314-285-5196,San Esteban,NC,JR,LANG
A00533186,Egbert,Welfair,05/16/2000,ewelfair3n@university.edu,455-365-4340,Molsheim,GA,SR,MSCI
A00249591,Gan,De Ferrari,06/19/1999,gdeferrari3o@university.edu,195-999-0875,‘Abs,FL,SO,AMBA
A00943434,Ibrahim,Castelyn,04/16/2001,icastelyn3p@university.edu,729-866-1309,Chengji,VA,FR,EDCI
A00735162,Moyna,Silverthorn,04/08/1997,msilverthorn3q@university.edu,497-745-6145,Koubia,AL,JR,NTFD
A00823992,Benni,Letchford,12/25/2000,bletchford3r@university.edu,582-759-6582,Banjar Timbrah,GA,SO,MALS
A00185203,Weidar,Hallawell,06/04/2002,whallawell3s@university.edu,956-998-9324,Setro,NC,SO,COUN
A00641310,Hilary,Lethardy,11/24/1999,hlethardy3t@university.edu,638-791-6390,Frydek,NC,SO,SOAA
A00041694,Shelli,Escolme,02/08/1995,sescolme3u@university.edu,516-139-8522,Hienghène,NC,GR,LEAD
A00855264,Phillida,Medwell,08/19/1999,pmedwell3v@university.edu,343-226-7669,Zhangtan,IA,GR,LIST
A00096721,Berton,Desbrow,10/25/1999,bdesbrow3w@university.edu,647-348-7727,Olszyna,WV,SR,GEOG
A00858807,Mickie,Cropp,11/25/1995,mcropp3x@university.edu,777-314-5044,Adil Makmur,IL,SR,PHIL
A00001792,Daloris,Streatley,11/24/1999,dstreatley3y@university.edu,915-507-0368,Galižana,GA,JR,INFS
A00646004,Pearla,Duligall,12/02/2000,pduligall3z@university.edu,529-848-1602,Chernogorsk,LA,GR,HIMT
A00068987,Svend,Skehens,05/15/2000,sskehens40@university.edu,236-151-5545,Luxi,NC,SO,SW
A00897287,Kathryn,Housbie,04/19/1996,khousbie41@university.edu,450-649-7934,Korolevo,NC,GR,CJCR
A00597785,Francoise,Zamorrano,11/09/2001,fzamorrano42@university.edu,334-840-3935,Barranqueras,KY,SR,AFAM
A00576432,Gayle,Flageul,03/13/1996,gflageul43@university.edu,874-287-4094,Diofior,NC,SO,ENGL
A00045678,Nanon,Girodier,06/09/1998,ngirodier44@university.edu,877-868-9925,Yefimovskiy,IL,JR,HIST
A00711291,Marlon,Biever,01/11/1996,mbiever45@university.edu,961-954-1802,Tasīl,IL,SR,EDU
A00269015,Corissa,Fomichyov,06/23/1995,cfomichyov46@university.edu,775-794-3771,Carson City,AL,SR,BIOM
A00778814,Erv,McNicol,06/24/1999,emcnicol47@university.edu,996-112-9469,Iquique,VA,SR,STAT
A00044680,Nana,Fancet,12/24/2001,nfancet48@university.edu,590-528-2871,Yacheng,LA,GR,TEAS
A00082989,Annamarie,Sholem,01/08/1995,asholem49@university.edu,824-206-7035,Sidareja,GA,JR,STOR
A00488852,Anatol,Fordyce,03/10/2002,afordyce4a@university.edu,423-104-2279,Čačak,AL,JR,MDT
A00904166,Tera,Fishpond,07/08/1995,tfishpond4b@university.edu,284-540-4518,Abaeté,SC,FR,MATH
A00442169,Lora,Blacklawe,07/13/2002,lblacklawe4c@university.edu,110-558-2444,Erba,LA,SO,FREN
A00789222,Hattie,Yonnie,01/14/2002,hyonnie4d@university.edu,477-169-1281,Huaqiao,VA,GR,MSCI
A00001248,Robinette,Czadla,10/27/1995,rczadla4e@university.edu,214-165-7802,Dallas,NC,SR,CITC
A00321179,Lia,Sumbler,02/03/2001,lsumbler4f@university.edu,240-136-2561,Aurora,LA,FR,PMPR
A00674486,Randy,Cumming,01/02/1999,rcumming4g@university.edu,579-469-0450,Anicuns,AL,FR,HDAL
A00322559,Cynde,Binns,10/14/1996,cbinns4h@university.edu,756-609-1221,Al Ghizlānīyah,IL,GR,PSYC
A00406150,Bryn,Shafe,07/22/2002,bshafe4i@university.edu,163-878-5616,Bergen,NC,GR,POLI
A00037180,Ariela,Woodland,06/18/2002,awoodland4j@university.edu,646-230-8286,Hucun,IL,GR,ADVR
A00960211,Jervis,Ragdale,10/18/2000,jragdale4k@university.edu,150-375-3516,Uiasa,TN,JR,GERM
A00875637,Robert,Maffucci,01/08/1997,rmaffucci4l@university.edu,581-829-1179,Robatal,WV,FR,PHSI
A00071427,Elvira,Relton,10/03/1996,erelton4m@university.edu,656-556-9440,Duba,WV,GR,CPSC
A00896090,Gates,Goldsworthy,07/17/2000,ggoldsworthy4n@university.edu,469-487-2763,Xiaojian,AL,JR,READ
A00461739,Ciro,Leftly,04/06/2002,cleftly4o@university.edu,713-762-2355,Minas de Matahambre,KY,JR,PMPR
A00290551,Doroteya,Yellowlee,09/08/2000,dyellowlee4p@university.edu,201-984-4315,Logon,WV,JR,SPED
A00530612,Raychel,Smeeton,03/31/2000,rsmeeton4q@university.edu,911-698-6509,Galyugayevskaya,GA,JR,RHSC
A00953600,Nerte,Luquet,03/09/1997,nluquet4r@university.edu,265-262-3877,Wutun,SC,SO,HSC
A00949145,Giordano,Mouat,02/23/1999,gmouat4s@university.edu,198-445-7773,Wawa,SC,JR,READ
A00887506,Ammamaria,Breddy,12/01/2001,abreddy4t@university.edu,545-683-5030,Ampera,WV,FR,RELI
A00745896,Denny,Mattingson,11/16/1995,dmattingson4u@university.edu,688-111-1891,Calzada Larga,GA,SR,ACCT
A00007102,Averyl,Zoppo,11/01/1995,azoppo4v@university.edu,236-999-1162,Sulahan,IA,JR,PHYT
A00053360,Leonore,Thumim,01/01/1995,lthumim4w@university.edu,384-237-5535,Bailai,FL,SR,SWRK
A00888671,Jonis,Offin,06/17/2002,joffin4x@university.edu,352-234-3253,Ocala,GA,GR,CPSC
A00959019,Tait,Hurton,08/24/1999,thurton4y@university.edu,634-278-9531,Yanglinwei,LA,JR,COUN
A00606200,Nadia,Moody,07/22/1995,nmoody4z@university.edu,609-565-1037,Nanzhihui,FL,JR,TEAE
A00808775,Brenden,Estoile,03/02/1998,bestoile50@university.edu,773-956-3035,San Juan,TN,JR,LDSP
A00400878,Jacinthe,Tribbeck,09/30/2002,jtribbeck51@university.edu,102-752-3589,Bandar Pusat Jengka,TN,GR,HIST
A00585084,Matilde,Delouch,06/30/1998,mdelouch52@university.edu,760-392-3731,Šardice,LA,FR,EDU
A00264926,Kristo,Simenot,08/19/1995,ksimenot53@university.edu,162-500-2751,Denton,VA,SR,SW
A00906160,Rodger,Spondley,07/07/1998,rspondley54@university.edu,459-524-0219,Viengxay,VA,JR,PHYT
A00126116,Rutledge,Arenson,05/23/2002,rarenson55@university.edu,304-237-1730,Huangqiao,SC,FR,CRMJ
A00395688,Buck,Boyer,05/09/1996,bboyer56@university.edu,374-481-4237,Alebtong,IA,SO,GEOS
A00519121,Sterling,Krolman,07/16/1999,skrolman57@university.edu,569-434-1890,Driefontein,SC,SR,ADMN
A00806423,Jaymie,Ivushkin,08/10/1995,jivushkin58@university.edu,233-162-8945,Jiaocheng,IL,GR,GREK
A00618140,Price,Sleeny,11/14/1999,psleeny59@university.edu,400-820-0503,Shenglilu,GA,GR,MALS
A00483274,Kayne,Feeney,05/24/1995,kfeeney5a@university.edu,943-535-4013,Arrah,GA,JR,UNIV
A00812442,Pierrette,Fettes,06/04/2002,pfettes5b@university.edu,663-983-0371,Boljevci,NC,SR,HLSC
A00697791,Willow,Gotch,01/16/2002,wgotch5c@university.edu,580-659-5751,Jieznas,IA,SR,SOCI
A00349746,Yvon,Glenfield,06/29/1999,yglenfield5d@university.edu,105-847-3761,Dacheng,SC,JR,ALHE
A00129158,Dom,Thorrold,02/21/1997,dthorrold5e@university.edu,267-380-6902,Kōchi-shi,AL,SR,MSDM
A00431754,Maximilien,Litchfield,02/08/1996,mlitchfield5f@university.edu,611-602-2836,Xiaotang,AL,GR,CHEM
A00281057,Monro,Bickerstaffe,01/09/1995,mbickerstaffe5g@university.edu,241-840-6691,San José,VA,SR,BIOL
A00059849,Netti,McGarrahan,09/12/2001,nmcgarrahan5h@university.edu,428-377-5571,Lewotola,KY,SR,THEA
A00495151,Shari,Loudon,09/15/2000,sloudon5i@university.edu,918-835-0826,Kotablolong,NC,JR,CITC
A00893075,Kristyn,Probyn,08/08/2002,kprobyn5j@university.edu,821-835-7355,Mabini,AL,FR,DHYG
A00713434,Claudelle,Gouldeby,01/11/2002,cgouldeby5k@university.edu,375-975-9977,Krzepice,KY,SR,INTD
A00708743,Modesta,Cambell,06/26/2001,mcambell5l@university.edu,944-462-3443,Sumbawa Besar,FL,GR,EXCH
A00598905,Tamarah,Hallatt,12/31/2001,thallatt5m@university.edu,420-121-3214,Tầm Vu,SC,FR,MALS
A00768376,Perle,Hargreves,02/25/1999,phargreves5n@university.edu,943-731-1468,Doksy,TN,SO,PMPR
A00451837,Meryl,Selly,04/20/2000,mselly5o@university.edu,332-790-2439,Daying,TN,SR,HIST
A00050083,Wylma,Collabine,01/15/1996,wcollabine5p@university.edu,885-780-1000,Huabeitun,WV,FR,GRAD
A00312627,Huberto,Corrado,10/22/1996,hcorrado5q@university.edu,587-996-0765,Tambir,LA,GR,AVST
A00058579,Chelsey,Durrett,04/13/1996,cdurrett5r@university.edu,527-765-3512,Wanzu,KY,FR,UNIV
A00291214,Virgie,Antoniat,03/16/1997,vantoniat5s@university.edu,826-677-9124,Xishui,AL,GR,HIMT
A00848251,Vidovic,Camerello,05/15/1996,vcamerello5t@university.edu,452-271-1307,Zürich,SC,SR,LEAD
A00820751,Melitta,Estoile,02/16/1995,mestoile5u@university.edu,625-251-6173,Zheleznodorozhnyy,NC,FR,RTVF
A00047798,Tiebold,Guillot,11/27/2001,tguillot5v@university.edu,379-411-3495,Passa Quatro,TN,GR,SW
A00946224,Grantley,Bouda,10/30/2001,gbouda5w@university.edu,911-949-6189,Thành Phố Thái Bình,KY,FR,TELC
A00101257,Damiano,Fass,11/02/2002,dfass5x@university.edu,116-305-1413,Mathba,GA,SR,BIOL
A00120476,Pavia,McMains,01/12/1990,pmcmains5y@university.edu,319-128-3196,Klippan,WV,FR,RHSC
A00503060,Slade,Jerke,03/23/2002,sjerke5z@university.edu,126-951-1473,Dunyāpur,AL,SO,HIMT
A00554229,Janina,Cobson,02/03/2001,jcobson60@university.edu,522-542-7570,Ziyang Chengguanzhen,IA,JR,INFS
A00986801,Lorelei,Moakson,03/14/2000,lmoakson61@university.edu,203-207-2895,Neftobod,TN,FR,GRAD
A00740585,Maryjane,Mordon,10/29/1997,mmordon62@university.edu,585-266-6256,Provatás,AL,SO,EPID
